n_number,mode_s_hex,model_code,model_name,manufacturer,owner_name,owner_city,owner_state,match_reasons,confidence,type_aircraft,type_engine,status_code
852DR,ABAF21,3377521,Unknown,Unknown,CAREER AVIATION COMPANY INC,WILMINGTON,DE,Owner name keyword,low,5,2,V
852JP,ABAF9C,1152920,Unknown,Unknown,GENERAL ATOMICS AERONAUTICAL SYSTEMS INC,SAN DIEGO,CA,Owner name keyword,low,5,2,V
852QS,ABB035,2076819,Unknown,Unknown,3 SONS MEDIAL LLC,OKLAHOMA CITY,OK,Owner name keyword,low,5,5,V
852ST,ABB068,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8531J,ABB501,2071816,Unknown,Unknown,CELESTIAL KINETICS FLIGHT ACADEMY LLC,WAUPACA,WI,Owner name keyword,low,4,8,V
8536Y,ABB5BE,7640104,Unknown,Unknown,EASTERN FLIGHT SERVICES INC,RONKONKOMA,NY,Owner name keyword,low,6,1,V
853AE,ABB282,3260302,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
853MB,ABB392,1145004,AS350B3,AMERICAN EUROCOPTER CORP,MED-TRANS CORP,DENTON,TX,Model: AS350B3; Owner name keyword,high,6,3,V
853NA,ABB3AA,3023711,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
853ST,ABB41F,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8549V,ABB9DB,7630202,Unknown,Unknown,SHENANDOAH FLIGHT SERVICE INC,SHENANDOAH,IA,Owner name keyword,low,4,2,V
854EC,ABB69B,5626002,Unknown,Unknown,PITT COUNTY MEMORIAL HOSPITAL INC,GREENVILLE,NC,Owner name keyword,low,6,3,V
854MB,ABB749,1145004,AS350B3,AMERICAN EUROCOPTER CORP,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
854ST,ABB7D6,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
855J,ABBAB3,2076611,Unknown,Unknown,FG FLIGHT LLC,SANIBEL,FL,Owner name keyword,low,5,5,V
855MB,ABBB00,1145004,AS350B3,AMERICAN EUROCOPTER CORP,MED-TRANS CORP,DENTON,TX,Model: AS350B3; Owner name keyword,high,6,3,V
855ME,ABBB03,5620033,EC135T2+,AIRBUS HELICOPTERS DEUTSCHLAND,CENTER FOR EMERGENCY MEDICINE OF WESTERN PA,WEST MIFFLIN,PA,Model: EC135T2+; Owner name keyword,high,6,3,V
855MM,ABBB0A,1900305,Unknown,Unknown,JAM FLIGHT SERVICES LLC,JUPITER,FL,Owner name keyword,low,5,5,V
855SC,ABBB7E,2076702,Unknown,Unknown,STARLIGHT FLIGHTS AVIATION LLC,WOLFFORTH,TX,Owner name keyword,low,5,5,V
856DA,ABBDEE,2071835,Unknown,Unknown,SPANAFLIGHT LLC,PUYALLUP,WA,Owner name keyword,low,4,8,V
856HW,ABBE66,1145004,AS350B3,AMERICAN EUROCOPTER CORP,HAYNES AVIATION LLC,WETUMPKA,AL,Model: AS350B3,medium,6,3,V
856MB,ABBEB7,1145004,AS350B3,AMERICAN EUROCOPTER CORP,MED TRANS CORP,DENTON,TX,Model: AS350B3; Owner name keyword,high,6,3,V
856NA,ABBECF,0160001,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,1,8,V
857HW,ABC21D,1145302,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
857MB,ABC26E,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
858GF,ABC5AC,7150006,Unknown,Unknown,CAL-ORE LIFE FLIGHT LLC,BROOKINGS,OR,Owner name keyword,low,5,2,V
858HW,ABC5D4,8680989,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
858TT,ABC6CB,1145005,AS350B3,AIRBUS HELICOPTERS INC,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: AS350B3,medium,6,3,V
859DW,ABC927,05633U2,FLIGHTSTAR II SC,JOEL A BOWKER,CAMPBELL TROY L,ABERDEEN,WA,Model: FLIGHTSTAR II SC,medium,4,7,V
859HW,ABC98B,8680989,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
859LF,ABC9C7,2990105,Unknown,Unknown,LUNKEN FLIGHT TRAINING CENTER LLC,CINCINNATI,OH,Owner name keyword,low,5,1,V
859MB,ABC9DC,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
859ST,ABCA69,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
85KV,ABA5F4,0260101,A109E,AGUSTA SPA,KHOSLA VENTURES LLC,SAN JOSE,CA,Model: A109E,medium,6,3,V
85LF,ABA5FF,8143008,S-76C,SIKORSKY,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: S-76C,medium,6,3,V
85PF,ABA64A,06001CM,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,4,8,V
86048,ABD1DC,05622YN,Unknown,Unknown,LIFE LAWRENCE D,NEWTON,KS,Owner name keyword,low,4,7,V
86052,ABD1F9,05622YF,Unknown,Unknown,LIFE LAWRENCE D,NEWTON,KS,Owner name keyword,low,4,7,V
860CG,ABCF10,1152705,Unknown,Unknown,LEADING EDGE FLIGHT ACADEMY LLC,BEND,OR,Owner name keyword,low,5,1,V
860FW,ABCF69,207371A,Unknown,Unknown,FLORIDA FISH AND WILDLIFE CONSERVATION COMMISSION,LAKELAND,FL,Owner name keyword,low,4,2,V
860MB,ABCFEC,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
860ST,ABD079,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8615P,ABD5A3,05902A3,Unknown,Unknown,AIRCRAFT SYSTEMS GROUP INC,ODESSA,FL,Owner name keyword,low,7,7,V
861AL,ABD299,8143008,S-76C,SIKORSKY,ARROW AVIATION COMPANY LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
861BB,ABD2A9,3260212,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
861HW,ABD352,1145302,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
861MB,ABD3A3,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
861ST,ABD430,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
862JM,ABD719,2130010,Unknown,Unknown,HIP FLIGHTS LLC,GYPSUM,CO,Owner name keyword,low,4,5,V
862MB,ABD75A,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
862NA,ABD772,3023715,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
863MB,ABDB11,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
863ST,ABDB9E,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
8648F,ABE129,4470706,Unknown,Unknown,VERTOL SYSTEMS CO INC,DESTIN,FL,Owner name keyword,low,6,3,V
86493,ABE162,5260106,Unknown,Unknown,CAVANAUGH FLIGHT MUSEUM,ADDISON,TX,Owner name keyword,low,5,1,V
864AM,ABDDBF,7150012,Unknown,Unknown,AIRMED INTERNATIONAL LLC,BIRMINGHAM,AL,Owner name keyword,low,5,5,V
864MB,ABDEC8,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
865AL,ABE175,8143008,S-76C,SIKORSKY,ARROW AVIATION COMPANY LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
865CH,ABE1A4,5620028,EC135T3,AIRBUS HELICOPTERS,AIRBUS HELICOPTERS INC,GRAND PRAIRIE,TX,Model: EC135T3,medium,6,3,V
865MT,ABE28F,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,MED-TRANS CORP,DENTON,TX,Model: EC135 P3; Owner name keyword,high,6,3,V
865NA,ABE297,1152015,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,4,2,V
865SC,ABE2FD,7103406,Unknown,Unknown,AEROMEDX CORP,WILMINGTON,DE,Owner name keyword,low,5,1,V
866AL,ABE52C,8143008,S-76C,SIKORSKY,MAR AVIATION LLC,TULSA,OK,Model: S-76C,medium,6,3,V
866MB,ABE636,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
866MC,ABE637,1145005,AS350B3,AIRBUS HELICOPTERS INC,LEE COUNTY MOSQUITO CONTROL DESTRICT,LEHIGH ACRES,FL,Model: AS350B3,medium,6,3,V
8671K,ABEB5D,2076405,Unknown,Unknown,FLIGHT UNLIMITED LLC,DOVER,DE,Owner name keyword,low,5,1,V
867MC,ABE9EE,1145005,AS350B3,AIRBUS HELICOPTERS INC,LEE COUNTY MOSQUITO CONTROL DISTRICT,LEHIGH ACRES,FL,Model: AS350B3,medium,6,3,V
867NA,ABEA05,3023712,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
8686F,ABEFBF,1900812,Unknown,Unknown,MUSEUM OF FLIGHT FOUNDATION,SEATTLE,WA,Owner name keyword,low,4,4,V
868AL,ABEC9A,8143008,S-76C,SIKORSKY,ARROW AVIATION COMPANY LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
868MC,ABEDA5,1145005,AS350B3,AIRBUS HELICOPTERS INC,LEE COUNTY MOSQUITTO CONTROL DISTRICT,LEHIGH ACRES,FL,Model: AS350B3,medium,6,3,V
868NA,ABEDBC,3023712,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
869MC,ABF15C,1145005,AS350B3,AIRBUS HELICOPTERS INC,LEE COUNTY MOSQUITO CONTROL DISTRICT,LEHIGH ACRES,FL,Model: AS350B3,medium,6,3,V
869MD,ABF15D,3980115,Unknown,Unknown,EMO SYSTEMS LLC,WILTON MANORS,FL,Owner name keyword,low,5,5,V
869NA,ABF173,3023712,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
869ST,ABF1E8,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
869VS,ABF232,4470706,Unknown,Unknown,VERTOL SYSTEMS CO INC,DESTIN,FL,Owner name keyword,low,6,3,V
86BL,ABCCA2,5170603,Unknown,Unknown,GLOBAL JETCARE INC,BROOKSVILLE,FL,Owner name keyword,low,5,5,V
86FW,ABCD10,1181511,Unknown,Unknown,FLORIDA FISH & WILDLIFE CONSERVATION COMMISSION,LAKELAND,FL,Owner name keyword,low,6,3,V
86LJ,ABCD81,1145005,AS350B3,AIRBUS HELICOPTERS INC,PC SKY ROTOR LLC,PARK CITY,UT,Model: AS350B3,medium,6,3,V
86VB,ABCE5B,2072418,Unknown,Unknown,ACE FLIGHT CENTER,ST THOMAS,VI,Owner name keyword,low,4,8,V
870AE,ABF65B,1182215,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
870DD,ABF6A5,33601QC,Unknown,Unknown,HEALTH CARE DISTRICT OF PALM BEACH COUNTY,WEST PALM BEACH,FL,Owner name keyword,low,6,3,V
870NA,ABF783,0610011,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,4,2,V
8714F,ABFCF7,4470402,Unknown,Unknown,DOWN EAST EMERGENCY MEDICINE INSTITUTE,ORONO,ME,Owner name keyword,low,6,1,V
871AE,ABFA12,1182215,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
871AS,ABFA1E,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
871DB,ABFA5A,0260116,AW109SP,AGUSTAWESTLAND SPA,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: AW109SP,medium,6,3,V
871NA,ABFB3A,061003J,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,4,5,V
872NA,ABFEF1,061003J,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,4,5,V
872YA,ABFFEB,2152615,Unknown,Unknown,VORTEX CONTROL SYSTEMS INC,RICHARDSON,TX,Owner name keyword,low,4,4,V
874AS,AC0543,1390008,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
874NA,AC065F,06101OW,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,4,5,V
8753E,AC0BAF,7103406,Unknown,Unknown,GOOD FLIGHT AVIATION LLC,STOCKTON,CA,Owner name keyword,low,5,1,V
875AS,AC08FA,1390008,Unknown,Unknown,CORPORATE FLIGHT MANAGEMENT INC DBA,SMYRNA,TN,Owner name keyword,low,5,5,V
876AD,AC0CA4,2076710,Unknown,Unknown,ADVANCED DRAINAGE SYSTEMS INC,HILLARD,OH,Owner name keyword,low,5,5,V
876DA,AC0CEC,060007Q,Unknown,Unknown,BARBERS POINT FLIGHT SCHOOL LLC,KAPOLEI,HI,Owner name keyword,low,4,8,V
876RJ,AC0E20,0260120,A109A II,AGUSTA SPA,TRE AVIATION CORP,WILMINGTON,DE,Model: A109A II,medium,6,3,V
877JB,AC1121,2076016,Unknown,Unknown,OG FLIGHTS LLC,DOVER,DE,Owner name keyword,low,5,1,V
878XL,AC1626,1145005,AS350B3,AIRBUS HELICOPTERS INC,ROGERS HELICOPTERS INC,CLOVIS,CA,Model: AS350B3,medium,6,3,V
87GF,ABF499,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
87ME,ABF515,5626002,Unknown,Unknown,CENTER FOR EMERGENCY MEDICINE OF WESTERN PA,WEST MIFFLIN,PA,Owner name keyword,low,6,3,V
87MY,ABF527,1145005,AS350B3,AIRBUS HELICOPTERS INC,EAST BATON ROUGE PARISH MOSQUITO,BATON ROUGE,LA,Model: AS350B3,medium,6,3,V
87SM,ABF599,1152740,Unknown,Unknown,10269 FLIGHT LLC,BAINBRIDGE ISLAND,WA,Owner name keyword,low,5,1,V
880GT,AC1E7D,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
880PM,AC1F26,2071816,Unknown,Unknown,TIMELESS FLIGHT LLC,SPANAWAY,WA,Owner name keyword,low,4,8,V
880Z,AC2014,5170602,Unknown,Unknown,MED JET LLC,EL CAJON,CA,Owner name keyword,low,5,5,V
8813M,AC2459,1153408,Unknown,Unknown,MJA FLIGHT LLC,JUSTIN,TX,Owner name keyword,low,5,1,V
881GT,AC2234,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
881LT,AC2298,3030004,Unknown,Unknown,ARK ANGELS LLC,AUSTIN,TX,Owner name keyword,low,6,3,V
881SD,AC2320,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF SAN DIEGO,SAN DIEGO,CA,Model: AS350B3,medium,6,3,V
882GT,AC25EB,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
882SD,AC26D7,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF SAN DIEGO,SAN DIEGO,CA,Model: AS350B3,medium,6,3,V
882ST,AC26E5,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
883AE,AC28FF,5620030,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
883AL,AC2905,8143008,S-76C,SIKORSKY,BRISTOW US LLC,NEW IBERIA,LA,Model: S-76C,medium,6,3,V
883GT,AC29A2,1145005,AS350B3,AIRBUS HELICOPTERS INC,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
883SD,AC2A8E,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF SAN DIEGO,SAN DIEGO,CA,Model: AS350B3,medium,6,3,V
883ST,AC2A9C,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,NAVAL AIR SYSTEMS COMMAND,PATUXENT RIVER,MD,Model: AW119MKII; Owner name keyword,high,6,3,V
884AE,AC2CB6,5620030,Unknown,Unknown,AIR EVAC EMS INC,O'FALLON,MO,Owner name keyword,low,6,3,V
884GT,AC2D59,1145005,AS350B3,AIRBUS HELICOPTERS INC,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: AS350B3; Owner name keyword,high,6,3,V
884KN,AC2D9F,061017C,Unknown,Unknown,NECESSITY SYSTEMS LLC,KIRKVILLE,NY,Owner name keyword,low,5,1,V
884LN,AC2DB8,061017C,Unknown,Unknown,NECESSITY SYSTEMS LLC,KIRKVILLE,NY,Owner name keyword,low,5,1,V
884NA,AC2DDE,3023713,Unknown,Unknown,NASA NEIL A ARMSTRONG FLIGHT RESEARCH CENTER,EDWARDS,CA,Owner name keyword,low,5,4,V
884SD,AC2E45,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF SAN DIEGO POLICE AIR SUPPORT UNIT,SAN DIEGO,CA,Model: AS350B3,medium,6,3,V
884WE,AC2EAA,3980205,Unknown,Unknown,KE O MELE FLIGHT CO LLC,SANTA BARBARA,CA,Owner name keyword,low,5,5,V
885AE,AC306D,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,AIR EVAC EMS INC,O FALLON,MO,Model: EC135 P2+; Owner name keyword,high,6,3,V
886AE,AC3424,1181455,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
886CC,AC3454,061018H,Unknown,Unknown,ISR SYSTEMS INC,SAN DIEGO,CA,Owner name keyword,low,4,8,V
886GT,AC34C7,1145005,AS350B3,AIRBUS HELICOPTERS INC,GUARDIAN FLIGHT LLC,SOUTH JORDAN,UT,Model: AS350B3; Owner name keyword,high,6,3,V
886LF,AC351F,7090553,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,4,2,V
886VM,AC3606,0610107,Unknown,Unknown,CITY OF SUFFOLK DEPARTMENT OF FIRE & RESCUE,SUFFOLK,VA,Owner name keyword,low,6,10,V
887GR,AC387C,06102JZ,Unknown,Unknown,MIRAGE FLIGHT SERVICES LLLP,ELLENSBURG,WA,Owner name keyword,low,6,10,V
887RZ,AC3965,061017I,Unknown,Unknown,KRATOS UNMANNED AERIAL SYSTEMS,OKLAHOMA CITY,OK,Owner name keyword,low,5,4,V
887TC,AC3982,1145102,AS350B2,AIRBUS HELICOPTERS INC,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: AS350B2,medium,6,3,V
8884Y,AC3E88,7103902,Unknown,Unknown,FLIGHT LOGISTICS LLC,WESTERVILLE,OH,Owner name keyword,low,5,1,V
888HV,AC3C50,8680800,AS350B,AEROSPATIALE,SKY WEST AVIATION INC TRUSTEE,ALBUQUERQUE,NM,Model: AS350B,medium,6,3,V
888TV,AC3D4A,8680801,AS-350B ECUREUIL,S N I A S,U S HELICOPTERS INC,MARSHVILLE,NC,Model: AS-350B ECUREUIL,medium,6,3,V
889AE,AC3F49,1145004,AS350B3,AMERICAN EUROCOPTER CORP,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: AS350B3,medium,6,3,V
889AS,AC3F55,1390008,Unknown,Unknown,FRONTERA FLIGHT HOLDINGS INC,DOVER,DE,Owner name keyword,low,5,5,V
889GT,AC3FEC,1145005,AS350B3,AIRBUS HELICOPTERS INC,GUARDIAN FLIGHT LLC,SOUTH JORDAN,UT,Model: AS350B3; Owner name keyword,high,6,3,V
889TA,AC40EE,2076601,Unknown,Unknown,PRIVATE FLIGHT II LLC,OKLAHOMA CITY,OK,Owner name keyword,low,5,5,V
889YC,AC416D,061017O,Unknown,Unknown,COMPASS SYSTEMS INC,LEXINGTON PARK,MD,Owner name keyword,low,5,7,V
889ZC,AC4186,061017P,Unknown,Unknown,COMPASS SYSTEMS INC,LEXINGTON PARK,MD,Owner name keyword,low,5,7,V
88AE,AC1B81,1181455,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
88MT,AC1CA1,1152920,Unknown,Unknown,FLIGHT COMPANY LLC,ROME,GA,Owner name keyword,low,5,2,V
88PA,AC1CC2,4220014,Unknown,Unknown,PAFFORD MEDICAL BILLING SERVICES INC,HOPE,AR,Owner name keyword,low,5,2,V
88TN,AC1D32,2075731,Unknown,Unknown,ERWA MOHAMED,LAGO VISTA,TX,Owner name keyword,low,5,1,V
8904M,AC4844,8682000,Unknown,Unknown,659B FLIGHT LLC,MASON,MI,Owner name keyword,low,4,2,V
890CS,AC4597,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
890LT,AC4660,2730009,Unknown,Unknown,LIFE TIME INC,CHANHASSEN,MN,Owner name keyword,low,5,5,V
890WA,AC4749,7090553,Unknown,Unknown,LIFE FLIGHT NETWORK LLC,AURORA,OR,Owner name keyword,low,4,2,V
891BG,AC492B,8143008,S-76C,SIKORSKY,GM LEASING CO LLC,BROUSSARD,LA,Model: S-76C,medium,6,3,V
891CS,AC494E,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
891T,AC4AB4,5620026,EC135T1,EUROCOPTER DEUTSCHLAND GMBH,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: EC135T1,medium,6,3,V
891YP,AC4B3F,061017Y,Unknown,Unknown,CAHOON AERIAL SYSTEMS INC,SEELEY LAKE,MT,Owner name keyword,low,6,10,V
8921V,AC4F51,2072418,Unknown,Unknown,FLIGHT ANSWERS LLC,MIAMI,FL,Owner name keyword,low,4,8,V
8926V,AC5000,2072418,Unknown,Unknown,CAREER FLIGHT TRAINING AND AIRCRAFT RENTAL LLC,NAPLES,FL,Owner name keyword,low,4,8,V
892CS,AC4D05,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
892GT,AC4D6A,1145302,Unknown,Unknown,MED-TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
892QM,AC4E2C,3970108,Unknown,Unknown,MEDINA IRAN,NORTH BAY VILLAGE,FL,Owner name keyword,low,5,4,V
892T,AC4E6B,5620026,EC135T1,EUROCOPTER DEUTSCHLAND GMBH,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: EC135T1,medium,6,3,V
893BG,AC5099,4900105,S-76C,KEYSTONE HELICOPTER CORP,BRISTOW U S LLC,NEW IBERIA,LA,Model: S-76C,medium,6,3,V
893GT,AC5121,1145302,Unknown,Unknown,MED-TRANS CORPORATION,DENTON,TX,Owner name keyword,low,6,3,V
893HF,AC512E,5620030,Unknown,Unknown,HEALTH FIRST SHARED SERVICES INC,ROCKLEDGE,FL,Owner name keyword,low,6,3,V
893N,AC51A5,1145005,AS350B3,AIRBUS HELICOPTERS INC,DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350B3,medium,6,3,V
894CC,AC5465,8143021,S-76D,SIKORSKY AIRCRAFT CORP,CONSTELLATION ENERGY GENERATION LLC,NEW CASTLE,DE,Model: S-76D,medium,6,3,V
894GT,AC54D8,1145302,Unknown,Unknown,AIR EVAC EMS INC,O'FALLON,MO,Owner name keyword,low,6,3,V
8950M,AC5A4B,1153408,Unknown,Unknown,PACIFIC FLIGHT ACADEMY LLC,HONOLULU,HI,Owner name keyword,low,5,1,V
89585,AC5B75,2071835,Unknown,Unknown,VINLAND FLIGHT SCHOOL LLC,TOPEKA,KS,Owner name keyword,low,4,8,V
895BC,AC5803,1145004,AS350B3,AMERICAN EUROCOPTER CORP,BREVARD COUNTY BOARD OF COUNTY COMMISSIONERS,TITUSVILLE,FL,Model: AS350B3,medium,6,3,V
895EA,AC584C,0050360,Unknown,Unknown,DEEBO FLIGHT LLC,KALISPELL,MT,Owner name keyword,low,2,0,V
895MT,AC590C,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: EC135 P3,medium,6,3,V
896BG,AC5BBE,4900105,S-76C,KEYSTONE HELICOPTER CORP,BRISTOW U.S. LLC,NEW IBERIA,LA,Model: S-76C,medium,6,3,V
